host_time,elapsed_s,seq,tick_ms,dt_tick_ms,dt_host_ms,gas_detected,power_state,power_state_name,power_mv,temperature_c,humidity_pct,warnings,raw
2026-07-03 21:50:49,11.316,237,582163,50,37.2,0,0,NORMAL,11475,27.01,55.31,,A5 5A 10 04 80 ED 0C 13 E2 08 00 00 00 D3 2C 8D 0A 9B 15 9E
2026-07-03 21:50:49,11.360,241,582213,50,43.9,0,0,NORMAL,11475,27.01,55.31,,A5 5A 10 04 80 F1 0C 45 E2 08 00 00 00 D3 2C 8D 0A 9B 15 63
2026-07-03 21:50:49,11.441,245,582263,50,81.3,0,0,NORMAL,11474,27.01,55.31,,A5 5A 10 04 80 F5 0C 77 E2 08 00 00 00 D2 2C 8D 0A 9B 15 37
2026-07-03 21:50:49,11.483,249,582313,50,42.4,0,0,NORMAL,11471,27.01,55.31,,A5 5A 10 04 80 F9 0C A9 E2 08 00 00 00 CF 2C 8D 0A 9B 15 40
2026-07-03 21:50:49,11.521,253,582363,50,37.5,0,0,NORMAL,11472,27.01,55.31,,A5 5A 10 04 80 FD 0C DB E2 08 00 00 00 D0 2C 8D 0A 9B 15 16
2026-07-03 21:50:49,11.562,1,582413,50,41.3,0,0,NORMAL,11471,27.01,55.31,,A5 5A 10 04 80 01 0C 0D E3 08 00 00 00 CF 2C 8D 0A 9B 15 72
2026-07-03 21:50:49,11.641,5,582463,50,78.8,0,0,NORMAL,11467,27.01,55.31,,A5 5A 10 04 80 05 0C 3F E3 08 00 00 00 CB 2C 8D 0A 9B 15 AB
2026-07-03 21:50:49,11.658,9,582513,50,17.3,0,0,NORMAL,11468,27.01,55.31,,A5 5A 10 04 80 09 0C 71 E3 08 00 00 00 CC 2C 8D 0A 9B 15 DE
2026-07-03 21:50:49,11.749,13,582563,50,91.3,0,0,NORMAL,11469,27.01,55.31,,A5 5A 10 04 80 0D 0C A3 E3 08 00 00 00 CD 2C 8D 0A 9B 15 74
2026-07-03 21:50:49,11.758,17,582613,50,8.9,0,0,NORMAL,11469,27.01,55.31,,A5 5A 10 04 80 11 0C D5 E3 08 00 00 00 CD 2C 8D 0A 9B 15 18
2026-07-03 21:50:49,11.800,21,582663,50,41.3,0,0,NORMAL,11467,27.01,55.31,,A5 5A 10 04 80 15 0C 07 E4 08 00 00 00 CB 2C 8D 0A 9B 15 30
2026-07-03 21:50:49,11.839,25,582713,50,39.6,0,0,NORMAL,11469,27.01,55.31,,A5 5A 10 04 80 19 0C 39 E4 08 00 00 00 CD 2C 8D 0A 9B 15 13
2026-07-03 21:50:50,11.926,29,582763,50,86.7,0,0,NORMAL,11471,27.01,55.31,,A5 5A 10 04 80 1D 0C 6B E4 08 00 00 00 CF 2C 8D 0A 9B 15 88
